budget.level,supplementary,flow,fin.year,budget.category,flow.type,budget.entry,value
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Sports,2614.272
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Education,243344.03
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Health,305215.399
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Mines,36.669
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Culture,8850.72
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Finance,43988.408
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,National Planning and Economic Development,24122.379
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Construction,467144.513
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,"Labour, Employment and Social Security ",2871.082
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Rail Transportation,4479.146
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,"Social Welfare, Relief and Resettlement",3635.526
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Science and Technology,62315.351
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Hotels and Tourism Services,136.39
Union,FALSE,expenditure,2017,Total,Capital Expenditure,TOTAL M&D EXPENDITURES,3624491.836
Union,FALSE,expenditure,2017,Total,Capital Expenditure,TOTAL UG EXPENDITURES,0
Union,FALSE,expenditure,2017,Ministries and Departments Out of Union Funds,Capital Expenditure,Social Security Board Employment and Social Security,2335
Union,FALSE,expenditure,2017,Total,Capital Expenditure,M&D out of Union Funds,2335
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Information,2866.459
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,23.901
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry Communication and Information Technology,94167.196
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,116.749
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Electricity Power,290335.52
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Energy,46096.914
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Industry,262542.268
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Mines,117.747
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Finance and Revenue,15140.058
Union,FALSE,expenditure,2017,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Rail Transportation,229509.729
Union,FALSE,expenditure,2017,Total,Capital Expenditure,TOTAL SOE EXPENDITURES,940916.541
Union,FALSE,expenditure,2017,SEEs out of Union Funds,Capital Expenditure,State-owned Economic Organizations under Ministry of Transport,122028.9
Union,FALSE,expenditure,2017,SEEs out of Union Funds,Capital Expenditure,Yangon Electricity Distribution Cooperation Under Ministry of Electricity,34596.79
Union,FALSE,expenditure,2017,SEEs out of Union Funds,Capital Expenditure,Mandalay Electricity Distribution Cooperation Under Ministry of Electricity,20638.72
Union,FALSE,expenditure,2017,Total,Capital Expenditure,SEEs out of Union Funds,177264.41
Union,FALSE,expenditure,2017,CDC,Capital Expenditure,Cantonment Municipilities under the Ministry of Defence,41.5
Union,FALSE,expenditure,2017,CDC,Capital Expenditure,Nay Pyi Taw Development Committee,3407
Union,FALSE,expenditure,2017,Total,Capital Expenditure,TOTAL CDC EXPENDITURES,3448.5
Union,FALSE,expenditure,2017,NPT Council,Capital Expenditure,Nay Pyi Taw Council,8763.72
Union,FALSE,expenditure,2017,Total,Capital Expenditure,TOTAL NAY PYI TAW COUNCIL,8763.72
Union,FALSE,expenditure,2017,Central Bank,Capital Expenditure,Central Bank of Myanmar,1682.944
Union,FALSE,expenditure,2017,Total,Capital Expenditure,Total Central Bank of Myanmar,1682.944
Union,FALSE,expenditure,2017,Grand Total,Capital Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,4758902.951
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Home Affairs,102186.255
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Defence,1250865.294
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Border Affairs,76431.565
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Foreign Affairs,5357.656
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Information,5187.384
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Office of the State Counsellor,260.475
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Religious Affairs and Culture,6056.197
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,"Agriculture, Livestock and Irrigation",472444.755
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Transport and Communications,89099.015
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Natural Resources and Environmental Conservation,20697.826
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Electricity and Energy,354853.274
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,"Labour, Immigration and Population",3323.387
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Industry,4684.819
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Commerce,948.096
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Education,308708.412
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Health and Sports,360033.164
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Planning and Finance,51185.655
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Construction,365620.386
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,"Social Welfare, Relief and Resettlement",14890.376
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Hotels and Tourism Services,104.854
Union,FALSE,expenditure,2018,Ministries and Departments,Capital Expenditure,Ethnic Affairs,1403.728
Union,FALSE,expenditure,2018,Total,Capital Expenditure,TOTAL M&D EXPENDITURES,3494342.573
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,The President of the Union,10.004
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Office of the Union Government,69.568
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Pyidaungsu Hluttaw,1747.14
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Pyithu Hluttaw,122.177
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Amyotha Hluttaw,114.13
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Supreme Court of the Union,8315.881
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Constitutional Tribunal of the Union,24.684
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Union Election Commission,1263.911
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Union Attorney-General Office,910.8
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Union Auditor-General Office,2583.935
Union,FALSE,expenditure,2018,Union Institutions,Capital Expenditure,Union Civil Services Board,1452.759
Union,FALSE,expenditure,2018,Total,Capital Expenditure,TOTAL UG EXPENDITURES,16614.989
Union,FALSE,expenditure,2018,Ministries and Departments Out of Union Funds,Capital Expenditure,Social Security Board Employment and Social Security,2182.739
Union,FALSE,expenditure,2018,Total,Capital Expenditure,M&D out of Union Funds,2182.739
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,"State-owned Economic Organizations under the Ministry of Agriculture, Livestock and Irrigation",655.938
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry Transport and Communications,266959.483
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Electricity and Energy,268688.8
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Industry,97503.195
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Planning and Finance,19070.478
Union,FALSE,expenditure,2018,Total,Capital Expenditure,TOTAL SOE EXPENDITURES,652877.894
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Information,1958.611
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry Transport and Communications,67170.902
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Natural Resources and Environmental Conservation,314.955
Union,FALSE,expenditure,2018,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Electricity and Energy,15977.754
Union,FALSE,expenditure,2018,Total,Capital Expenditure,TOTAL SOE EXPENDITURES with OWN FUNDS,85422.222
Union,FALSE,expenditure,2018,SEEs out of Union Funds,Capital Expenditure,State-owned Economic Organizations under Ministry of Transport,134198.286
Union,FALSE,expenditure,2018,SEEs out of Union Funds,Capital Expenditure,Yangon Electricity Distribution Cooperation Under Ministry of Electricity,43976.016
Union,FALSE,expenditure,2018,SEEs out of Union Funds,Capital Expenditure,Mandalay Electricity Distribution Cooperation Under Ministry of Electricity,27869.559
Union,FALSE,expenditure,2018,Total,Capital Expenditure,SEEs out of Union Funds,206043.861
Union,FALSE,expenditure,2018,CDC,Capital Expenditure,Cantonment Municipilities under the Ministry of Defence,42
Union,FALSE,expenditure,2018,CDC,Capital Expenditure,Nay Pyi Taw Development Committee,2803.447
Union,FALSE,expenditure,2018,Total,Capital Expenditure,TOTAL CDC EXPENDITURES,2845.447
Union,FALSE,expenditure,2018,NPT Council,Capital Expenditure,Nay Pyi Taw Council,24776.451
Union,FALSE,expenditure,2018,Total,Capital Expenditure,TOTAL NAY PYI TAW COUNCIL,24776.451
Union,FALSE,expenditure,2018,Central Bank,Capital Expenditure,Central Bank of Myanmar,2670.246
Union,FALSE,expenditure,2018,Total,Capital Expenditure,Total Central Bank of Myanmar,2670.246
Union,FALSE,expenditure,2018,Grand Total,Capital Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,4487776.422
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Home Affairs,18107.002
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Defence,91069.674
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Border Affairs,8220.68
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Foreign Affairs,50.15
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Information,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Culture,144.913
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Agriculture and Irrigation,56027.675
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Religious Affairs,7.013
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Cooperative,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,"Livestock, Fisheries and Rural Development",0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Industry,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Rail Transportation,19486.812
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Mines,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Construction,273503.498
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Finance,438.656
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Electric Power,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,National Planning and Economic Development,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,"Labour, Employment and Social Security ",0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,"Social Welfare, Relief and Resettlement",55
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Transport,3067.348
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Communications and Information Technology,23.226
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Energy,63.087
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Immigration and Populations,5.564
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Science and Technology,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Environmental Conservation and Forestry,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Electric Power No.(2),0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Commerce,37.085
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Hotels and Tourism Services,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Sports,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Education,0
Union,TRUE,expenditure,2012,Ministries and Departments,Capital Expenditure,Health,253.6
